foreign1,foreign2,definitions,level
すれ違う,すれちがう,to pass by one another / to miss meeting each other; to miss each other / to disagree,JLPT N-2
先々月,せんせんげつ,month before last,JLPT N-2
点々,てんてん,here and there; little by little; sporadically; scattered in drops / dots; spots,JLPT N-2
ひっくり返す,ひっくりかえす,to turn over; to turn upside down; to turn up; to turn inside out; to turn out / to knock over; to tip over / to overturn (e.g. a decision); to upset; to reverse,JLPT N-2
潜る,もぐる,to dive (into or under water) / to get under; to get into; to get in; to creep into; to crawl under; to bury oneself; to burrow into; to dig oneself into; to snuggle under / to hide oneself (esp. from the government); to conceal oneself; to go underground,JLPT N-2
はじめまして,初めまして,How do you do?; I am glad to meet you,JLPT N-2
しんと,,silent (as the grave); deadly silent,JLPT N-2
なだらか,傾らか,gently sloping; gentle; easy / smooth,JLPT N-2
おめでたい,お目出度い,special; auspicious; happy / naive; innocent; good-natured; gullible; foolish,JLPT N-2
無沙汰,ぶさた,"not writing or contacting for a while; neglecting to write (call, visit, etc.); failing to write (call, visit, etc.); long silence",JLPT N-2
攻め手,せめて,offense; offence; method of attack,JLPT N-2
洋品店,ようひんてん,shop that handles Western-style apparel and accessories,JLPT N-2
先先週,せんせんしゅう,week before last,JLPT N-2
店屋,みせや,store; shop,JLPT N-2
存ずる,ぞんずる,"to think, feel, consider, know, etc.",JLPT N-2
茶色い,ちゃいろい,light brown; tawny,JLPT N-2
通ずる,つうずる,"to be open (to traffic); to lead to; to communicate (with) / to flow (liquid, current); to pass; to get through to / to be understood; to be comprehended / to be honored; to be good / to be well versed in; to be well-informed / to communicate clandestinely; to keep in touch (e.g. with the enemy) / to form a liaison; to be intimate",JLPT N-2
破く,やぶく,to tear; to rip,JLPT N-2
バイバイ,,bye-bye; good-bye; see you; so long / saying goodbye; parting,JLPT N-2
うんと,,a great deal; very much; a lot / with a great amount of effort,JLPT N-2
こうして,斯うして,thus; in this way,JLPT N-2
それなのに,,and yet; despite this; but even so; but even then; however; nevertheless; for all that; notwithstanding that,JLPT N-2
斜,はす,diagonal,JLPT N-2
行ってまいります,いってまいります,good bye; I'm off; see you later,JLPT N-2
お待たせしました,おまたせしました,Thank you for waiting; Have I kept you waiting?,JLPT N-2
お気の毒に,おきのどくに,my sympathies; that's too bad; my condolences,JLPT N-2
ばつ,,x-mark / impossibility; futility; uselessness,JLPT N-2
おかけください,お掛け下さい,please sit down; please have a seat,JLPT N-2
その頃,そのころ,at that time; in those days; at that moment; then,JLPT N-2
こらえる,堪える,to bear; to stand; to endure; to put up with / to restrain; to control; to keep a check on / to forgive; to put up with; to pardon,JLPT N-2
応援,おうえん,aid; assistance; help; reinforcement; rooting; barracking; support; cheering,JLPT N-2
下車,げしゃ,"alighting (from train, bus, etc.); getting off",JLPT N-2
課税,かぜい,taxation,JLPT N-2
過程,かてい,process; course; mechanism,JLPT N-2
解放,かいほう,release; unleashing; liberation; emancipation; setting free / deallocation (of computer memory),JLPT N-2
関西,かんさい,"Kansai; region consisting of Osaka, Kobe, Kyoto and surrounding prefectures / Kansai; south-western half of Japan (during the feudal era)",JLPT N-2
基盤,きばん,foundation; basis; base; footing; infrastructure / bedrock / substrate (circuit board),JLPT N-2
期限,きげん,term; period; time frame / time limit; deadline; cutoff (date),JLPT N-2
継続,けいぞく,continuation,JLPT N-2
講師,こうし,lecturer,JLPT N-2
合同,ごうどう,combination; union; incorporation; amalgamation; fusion / congruence,JLPT N-2
撮影,さつえい,photography (still or motion); photographing; filming; shooting; (video) recording,JLPT N-2
指定,してい,designation; specification; assignment; appointment; pointing at,JLPT N-2
氏名,しめい,full name; identity,JLPT N-2
私立,しりつ,private (establishment),JLPT N-2
児童,じどう,children; juvenile,JLPT N-2
勝負,しょうぶ,victory or defeat / match; contest; game; bout,JLPT N-2
新幹線,しんかんせん,Shinkansen; bullet train,JLPT N-2
申請,しんせい,application; request; petition,JLPT N-2
制作,せいさく,"work (film, book) / production; creation; turning (something) out; development",JLPT N-2
相撲,すもう,sumo wrestling / wrestler; rikishi,JLPT N-2
追加,ついか,addition; supplement; appending; appendix,JLPT N-2
低下,ていか,fall; decline; lowering; deterioration; degradation,JLPT N-2
電力,でんりょく,electric power,JLPT N-2
東西,とうざい,"east and west / Orient and Occident; East and West / Ladies and Gentlemen!; Your attention, please!; roll-up, roll-up",JLPT N-2
特定,とくてい,specific; particular; designated; special / specifying; designating; identifying; pinpointing,JLPT N-2
年度,ねんど,fiscal year (usu. April 1 to March 31 in Japan); financial year / academic year; school year / product year,JLPT N-2
売買,ばいばい,"trade; buying and selling; trafficking (e.g. of humans, arms, drugs); dealing",JLPT N-2
迫る,せまる,to approach; to draw near; to be imminent / to press (someone for something); to urge; to compel,JLPT N-2
発売,はつばい,sale; offering for sale; release (for sale); launch (product),JLPT N-2
付近,ふきん,neighbourhood; neighborhood; vicinity; environs / approaching,JLPT N-2
普及,ふきゅう,diffusion; spread; popularization; promulgation; familiarization,JLPT N-2
部品,ぶひん,parts; accessories; components,JLPT N-2
複数,ふくすう,plural; multiple; several,JLPT N-2
本来,ほんらい,originally; primarily / essentially; naturally; by nature; in (and of) itself / proper; legal,JLPT N-2
友好,ゆうこう,friendship,JLPT N-2
来日,らいにち,arrival in Japan; coming to Japan; visit to Japan,JLPT N-2
会館,かいかん,meeting hall; assembly hall,JLPT N-2
きっかけ,切っ掛け,chance; start; cue; excuse; motive; impetus; occasion,JLPT N-2
交代,こうたい,"alternation; change; relief; relay; shift; substitution (sports, etc.); taking turns",JLPT N-2
話し合い,はなしあい,discussion; conference,JLPT N-2
意義,いぎ,meaning; significance,JLPT N-2
移転,いてん,"moving; relocation; change of address / transfer (of deeds, property, etc.); demise",JLPT N-2
演劇,えんげき,drama; theatre; theater; play,JLPT N-2
火山,かざん,volcano,JLPT N-2
過半数,かはんすう,majority,JLPT N-2
解説,かいせつ,explanation; commentary; exposition; elucidation,JLPT N-2
改造,かいぞう,remodeling; remodelling; restructuring; reconstruction; reshuffling (e.g. cabinet) / modding,JLPT N-2
開会,かいかい,opening of a meeting,JLPT N-2
学会,がっかい,scientific society; academic meeting; academic conference,JLPT N-2
活躍,かつやく,activity (esp. energetic); great efforts; conspicuous service / to flourish; to participate actively; to play an active role,JLPT N-2
感想,かんそう,impressions; thoughts; feelings; reactions,JLPT N-2
研修,けんしゅう,training (esp. in-service); induction course,JLPT N-2
原理,げんり,principle; theory; fundamental truth,JLPT N-2
公害,こうがい,pollution; public nuisance; contamination,JLPT N-2
項目,こうもく,"(data) item; heading; clause / headword (in a dictionary, encyclopedia, etc.)",JLPT N-2
高級,こうきゅう,high class; high grade / high rank; seniority,JLPT N-2
重点,じゅうてん,important point; emphasis; stress; importance; priority / iteration mark / colon (punctuation),JLPT N-2
書店,しょてん,bookshop; bookstore,JLPT N-2
助教授,じょきょうじゅ,assistant professor; associate professor,JLPT N-2
商業,しょうぎょう,commerce; trade; business,JLPT N-2
商社,しょうしゃ,trading company; firm,JLPT N-2
小学生,しょうがくせい,elementary school student; primary school student; grade school student,JLPT N-2
賞金,しょうきん,prize; monetary award,JLPT N-2
森林,しんりん,forest; woods,JLPT N-2
深夜,しんや,late at night,JLPT N-2
正面,しょうめん,front; frontage; facade; main,JLPT N-2
製作,せいさく,manufacture; production,JLPT N-2
窓口,まどぐち,ticket window; teller window; counter / contact person; point of contact,JLPT N-2
大学院,だいがくいん,graduate school,JLPT N-2
短期,たんき,short-term,JLPT N-2
知人,ちじん,friend; acquaintance,JLPT N-2
地帯,ちたい,area; zone; belt (of land),JLPT N-2
竹,たけ,bamboo (any grass of subfamily Bambusoideae) / middle (of a three-tier ranking system),JLPT N-2
長女,ちょうじょ,eldest daughter; first-born daughter,JLPT N-2
定員,ていいん,"fixed number of regular personnel; staff quota; complement / capacity (of boat, hall, aeroplane, airplane, etc.)",JLPT N-2
東洋,とうよう,Orient,JLPT N-2
統計,とうけい,statistics,JLPT N-2
特殊,とくしゅ,special; particular; peculiar; unique,JLPT N-2
入社,にゅうしゃ,joining a company; getting a job with a company; entering a company,JLPT N-2
農村,のうそん,agricultural community; farm village / rural,JLPT N-2
発想,はっそう,idea; conception; way of thinking / expression,JLPT N-2
反省,はんせい,reflection; reconsideration; introspection; meditation; contemplation / regret; repentance; remorse; being sorry,JLPT N-2
標準,ひょうじゅん,standard; level; norm,JLPT N-2
夫妻,ふさい,man and wife; married couple,JLPT N-2
保健,ほけん,health preservation; hygiene; sanitation,JLPT N-2
募集,ぼしゅう,"recruitment; invitation; selection; advertisement; taking applications / raising (funds, donations, etc.); collection; subscription; solicitation / flotation (of shares, loans, etc.)",JLPT N-2
摩擦,まさつ,friction; rubbing; chafing / discord; friction; strife; conflict,JLPT N-2
面積,めんせき,square measure; size (e.g. of land); area; surface,JLPT N-2
予備,よび,reserve; spare / preparation; preliminaries,JLPT N-2
先頭,せんとう,head; lead; vanguard; first,JLPT N-2
中身,なかみ,contents; interior; substance; filling; (sword) blade,JLPT N-2
育児,いくじ,childcare; child-rearing; nursing; upbringing,JLPT N-2
一斉,いっせい,simultaneous; all at once,JLPT N-2
一段,いちだん,"more; much more; still more; all the more / step; rung; level; rank / paragraph; passage / ichidan (verb, verb conjugation)",JLPT N-2
下旬,げじゅん,last third of a month; 21st to the last day of a month,JLPT N-2
回数,かいすう,number of times; frequency; count,JLPT N-2
海洋,かいよう,ocean,JLPT N-2
官庁,かんちょう,government office; government agency; authorities,JLPT N-2
看板,かんばん,signboard; sign; billboard; hoarding; doorplate / draw; attraction; feature; highlight; spokesman; figurehead / reputation (of a shop) / appearance; look / closing time,JLPT N-2
まもなく,間もなく,soon; before long; in a short time / lacking time to ...; without time to ...,JLPT N-2
給与,きゅうよ,pay; salary; wages / allowance; grant; supply; providing with,JLPT N-2
漁業,ぎょぎょう,fishing (industry),JLPT N-2
競馬,けいば,horse racing,JLPT N-2
琴,こと,koto (13-stringed Japanese zither) / stringed instrument / zheng (Chinese zither); guzheng,JLPT N-2
形式,けいしき,form (as opposed to substance); formality / method; system; style / format; mode; appearance; form (something takes) / math expression,JLPT N-2
警備,けいび,defense; defence; guard; policing; security,JLPT N-2
芸能,げいのう,public entertainment; performing arts / accomplishments; attainments,JLPT N-2
血液,けつえき,blood,JLPT N-2
公表,こうひょう,official announcement; proclamation,JLPT N-2
工夫,くふう,scheme; device; scheming; devising; figuring out; coming up with; solving ingeniously / dedication to spiritual improvement (esp. through Zen meditation),JLPT N-2
広場,ひろば,plaza; (public) square; piazza; forum; open space,JLPT N-2
行事,ぎょうじ,event; function,JLPT N-2
主役,しゅやく,leading part; leading actor; leading actress,JLPT N-2
終了,しゅうりょう,end; close; termination,JLPT N-2
商店,しょうてん,shop; small store; business; firm,JLPT N-2
将棋,しょうぎ,shogi; Japanese chess; xianqi,JLPT N-2
消極的,しょうきょくてき,negative; passive; half-hearted; unmotivated,JLPT N-2
上下,じょうげ,top and bottom; high and low; above and below; upper and lower ends; up and down / going up and down; rising and falling; fluctuating / going and coming back / upper and lower classes; ruler and ruled; the government and the people / first and second volumes,JLPT N-2
診断,しんだん,diagnosis; medical examination,JLPT N-2
推定,すいてい,presumption; assumption / estimation,JLPT N-2
宣伝,せんでん,publicity; advertisement; advertising; propaganda,JLPT N-2
地点,ちてん,site; point on a map; spot,JLPT N-2
中旬,ちゅうじゅん,middle of a month; second third of a month; 11th to 20th day of a month,JLPT N-2
電波,でんぱ,electromagnetic wave; radio wave; reception; signal / saying strange things,JLPT N-2
登場,とうじょう,entry (on stage); appearance (on screen) / entrance; introduction (into a market),JLPT N-2
都心,としん,city centre (center) (esp. capital city); urban centre; heart of city a metropolis,JLPT N-2
当日,とうじつ,appointed day; very day,JLPT N-2
透明,とうめい,transparent; clear,JLPT N-2
農薬,のうやく,"agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.); agrochemical; agrichemical",JLPT N-2
俳句,はいく,"haiku; 17-mora poem, usu. in 3 lines of 5, 7 and 5 morae",JLPT N-2
発電,はつでん,generation (e.g. power) / sending a telegram; telegraphing,JLPT N-2
未満,みまん,less than; insufficient,JLPT N-2
要旨,ようし,point; essentials; gist; summary; fundamentals,JLPT N-2
例外,れいがい,exception,JLPT N-2
率直,そっちょく,frank; candid; straightforward; openhearted; direct; outspoken,JLPT N-2
付属,ふぞく,attached; belonging (to); included; enclosed; affiliated; annexed; associated; subordinate; incidental; dependent; auxiliary,JLPT N-2
以後,いご,after this; from now on; hereafter / thereafter; since (then); after,JLPT N-2
往復,おうふく,making a round trip; going and returning; coming and going / round-trip ticket; return ticket / correspondence; exchanging (letters) / socializing; visiting one another,JLPT N-2
温泉,おんせん,hot spring / onsen; hot spring resort; hot spring spa,JLPT N-2
貨物,かもつ,cargo; freight / money or assets,JLPT N-2
外部,がいぶ,"outside (e.g. of a building); exterior / outside (of a group, company, etc.); outside world",JLPT N-2
学科,がっか,"study subject; course of study / department (university, etc.)",JLPT N-2
気配,けはい,indication; sign; hint; presence; trend / quotation (esp. stock market),JLPT N-2
強気,つよき,confident; assured; self-assured; firm; strong; cocksure / bullish (e.g. market),JLPT N-2
努める,つとめる,to endeavor (endeavour); to try; to strive; to make an effort; to exert oneself; to be diligent; to be committed (to doing something),JLPT N-2
区域,くいき,limits; boundary; domain; zone; sphere; territory / area (e.g. in programming languages),JLPT N-2
原稿,げんこう,manuscript; copy; draft; notes; contribution,JLPT N-2
高層,こうそう,multistory; multistoried; high-rise; high; tall,JLPT N-2
高度,こうど,altitude; height; elevation / high-degree; high-grade; advanced; sophisticated; strong,JLPT N-2
高等,こうとう,high class; high grade,JLPT N-2
国王,こくおう,king,JLPT N-2
作者,さくしゃ,author; authoress; writer; composer; artist,JLPT N-2
作成,さくせい,"drawing up (e.g. legal document, contract, will, etc.); preparing; writing; framing; making; producing; creating; creation",JLPT N-2
死体,したい,dead body; corpse; cadaver,JLPT N-2
実用,じつよう,practical use; utility,JLPT N-2
縮小,しゅくしょう,reduction; curtailment,JLPT N-2
前後,ぜんご,front and rear; front and back; before and behind; back and forth / before and after / around; about; approximately / order; context / consequences / just when; around the time of / inversion; reversion; getting out of order / co-occurring,JLPT N-2
全身,ぜんしん,whole (body); full-length (e.g. portrait) / systemic,JLPT N-2
彫刻,ちょうこく,carving; engraving; sculpture,JLPT N-2
通勤,つうきん,commuting to work,JLPT N-2
当たり前,あたりまえ,natural; reasonable; obvious / usual; common; ordinary; commonplace; the norm,JLPT N-2
判事,はんじ,judge; judiciary,JLPT N-2
半島,はんとう,peninsula / Korea,JLPT N-2
敷地,しきち,site; plot; lot; grounds,JLPT N-2
父母,ふぼ,father and mother; parents,JLPT N-2
噴火,ふんか,eruption; volcanic eruption,JLPT N-2
文芸,ぶんげい,literature / the arts; art and literature; liberal arts,JLPT N-2
放る,ほうる,to throw; to fling; to hurl; to toss / to neglect; to abandon; to leave alone; to give up on; to leave undone; to leave unfinished,JLPT N-2
方面,ほうめん,direction; district; area / field (e.g. of study); sphere; quarter; aspect; angle,JLPT N-2
夜間,やかん,night; nighttime,JLPT N-2
役所,やくしょ,government office; public office,JLPT N-2
欄,らん,"column of text (e.g. in a newspaper) / field (in a form, web page, etc.)",JLPT N-2
列島,れっとう,archipelago; chain of islands,JLPT N-2
冠,かんむり,"traditional cap worn by Shinto clergy and courtiers / crown; diadem; coronet / top kanji radical / first verse of a haikai, etc. / best; peerless; first / name; title; named sponsorship of a program, event, team, etc.",JLPT N-2
銅,どう,copper (Cu) / bronze (medal),JLPT N-2
締め切り,しめきり,"deadline; closing; cut-off; end / cofferdam / closed (door, window, etc.)",JLPT N-2
果たして,はたして,as was expected; just as one thought; sure enough / really; actually; ever,JLPT N-2
膨大,ぼうだい,huge; vast; enormous; colossal; extensive; large / swelling; expansion,JLPT N-2
地盤,じばん,"ground; crust (earth); bed (gravel, river, etc.) / foundation (building, etc.); base / constituency; power base; support (electoral); footing; foothold",JLPT N-2
農産物,のうさんぶつ,agricultural produce,JLPT N-2
売れ行き,うれゆき,sales; demand,JLPT N-2
安易,あんい,easy; simple / easy-going,JLPT N-2
一流,いちりゅう,first-class; top grade; foremost; top-notch; leading / characteristic; peculiar; unique / school (e.g. of a performance art) / one flag; one banner; one streamer,JLPT N-2
架空,かくう,aerial; overhead / fictitious; imaginary; fanciful; fabricated,JLPT N-2
回転,かいてん,rotation (usu. around something); revolution; turning,JLPT N-2
外科,げか,"surgery / department of surgery (hospital, etc.)",JLPT N-2
楽器,がっき,musical instrument,JLPT N-2
休業,きゅうぎょう,closed (e.g. store); business suspended; shutdown; holiday,JLPT N-2
苦情,くじょう,complaint; troubles; objection; grievance,JLPT N-2
空中,くうちゅう,sky; air; mid-air,JLPT N-2
原料,げんりょう,raw materials,JLPT N-2
限度,げんど,limit; bounds,JLPT N-2
古典,こてん,"classic (work, esp. book); the classics",JLPT N-2
公正,こうせい,justice; fairness; impartiality,JLPT N-2
再三,さいさん,again and again; repeatedly,JLPT N-2
産地,さんち,producing area,JLPT N-2
時速,じそく,speed (per hour),JLPT N-2
自衛,じえい,self-defense; self-defence,JLPT N-2
重量,じゅうりょう,weight / heavyweight boxer,JLPT N-2
出張,しゅっちょう,official tour; business trip,JLPT N-2
書道,しょどう,calligraphy,JLPT N-2
姓,せい,surname; family name / hereditary title (used in ancient Japan to denote rank and political standing),JLPT N-2
成分,せいぶん,ingredient; component; composition,JLPT N-2
生存,せいぞん,existence; being; survival / to exist; to live; to survive,JLPT N-2
先端,せんたん,"pointed end; tip; point; cusp (of a leaf, crescent moon, etc.); apex (of a curve) / forefront; vanguard; spearhead; leading edge",JLPT N-2
全般,ぜんぱん,(the) whole; entirety; wholly; as a whole; generally; universally,JLPT N-2
素直,すなお,obedient; meek; docile; unaffected / honest; frank; upfront (about one's feelings),JLPT N-2
倉庫,そうこ,storehouse; warehouse; godown,JLPT N-2
相変わらず,あいかわらず,as ever; as usual; the same; still,JLPT N-2
体系,たいけい,system; organization; organisation; architecture,JLPT N-2
体操,たいそう,gymnastics; physical exercises; calisthenics,JLPT N-2
大工,だいく,carpenter,JLPT N-2
通知,つうち,notice; notification; report; posting,JLPT N-2
通訳,つうやく,interpretation (i.e. oral translation); interpreter,JLPT N-2
特色,とくしょく,characteristic; feature; idiosyncrasy; personal colour / spot color (in printing),JLPT N-2
矛盾,むじゅん,contradiction; inconsistency,JLPT N-2
面接,めんせつ,interview (e.g. for a job),JLPT N-2
木材,もくざい,lumber; timber; wood,JLPT N-2
役者,やくしゃ,actor; actress / man of wits; clever person; cunning fellow,JLPT N-2
有無,うむ,existence or nonexistence; presence or absence / consent or refusal; yes or no,JLPT N-2
有料,ゆうりょう,fee-charging; paid; not free,JLPT N-2
幼児,ようじ,young child; toddler / child over 1 but not yet of school age,JLPT N-2
幼稚園,ようちえん,kindergarten,JLPT N-2
容器,ようき,container; receptacle; vessel,JLPT N-2
用語,ようご,term; terminology / wording; choice of words; phraseology,JLPT N-2
寮,りょう,hostel; dormitory / bureau (government department beneath a ministry under the ritsuryo system),JLPT N-2
広げる,ひろげる,to spread; to extend; to expand; to enlarge; to widen; to broaden / to unfold; to open; to unroll; to unwrap / to scatter about; to spread around / to make flourish; to cause to prosper,JLPT N-2
なる,生る,to bear fruit,JLPT N-2
過失,かしつ,error; blunder; accident / fault; defect,JLPT N-2
過剰,かじょう,excess; surplus; over-,JLPT N-2
学術,がくじゅつ,science; learning; scholarship; arts and sciences; academic pursuits,JLPT N-2
活力,かつりょく,vitality; energy; dynamism,JLPT N-2
強引,ごういん,overbearing; coercive; pushy; forcible; high-handed,JLPT N-2
教養,きょうよう,cultivation; refinement; culture; education,JLPT N-2
見学,けんがく,inspection; study by observation; field trip,JLPT N-2
見出し,みだし,heading; headline; title; caption / index / headword,JLPT N-2
見送る,みおくる,"to see someone off (at a station, an airport, etc.); to escort (e.g. home) / to follow something with one's eyes until it is out of sight / to let pass; to pass up (an opportunity etc.); to let a pitch go by (baseball); to watch a batted ball go into the stands / to shelve (a plan, deliberation on a bill, etc.); to postpone / to have someone related or close to you die; to bury someone / to take care of somebody until he dies / to wait and see; to continue (e.g. in legal contexts)",JLPT N-2
見舞う,みまう,to ask after (someone's health); to visit / to attack; to strike; to meet with misfortune; to suffer an attack,JLPT N-2
後輩,こうはい,"junior (at work, school, etc.); younger people; younger student",JLPT N-2
工芸,こうげい,industrial arts; craft,JLPT N-2
広さ,ひろさ,extent,JLPT N-2
校舎,こうしゃ,school building,JLPT N-2
酸性,さんせい,acidity / acidic,JLPT N-2
司会,しかい,leading a meeting; presiding over a meeting; officiating at a ceremony; chairmanship / chairman; presenter; host; moderator; master of ceremonies,JLPT N-2
寺院,じいん,temple,JLPT N-2
執筆,しっぴつ,writing (e.g. as a profession),JLPT N-2
実感,じっかん,real feeling; actual feeling / to actually feel; to have a real feeling (that ...); to experience personally,JLPT N-2
手前,てまえ,before; this side / one's standpoint; one's appearance / we / you,JLPT N-2
神話,しんわ,myth; legend,JLPT N-2
親類,しんるい,relation; kin,JLPT N-2
性能,せいのう,ability; performance; efficiency,JLPT N-2
青少年,せいしょうねん,youth; young person,JLPT N-2
創作,そうさく,"creativity; creation; original work (novel, movie, etc.)",JLPT N-2
増大,ぞうだい,enlargement; increase,JLPT N-2
造船,ぞうせん,shipbuilding,JLPT N-2
測定,そくてい,measurement,JLPT N-2
団地,だんち,multi-unit apartments; apartment complex,JLPT N-2
中年,ちゅうねん,middle-age; middle age; midlife; one's middle years,JLPT N-2
頂点,ちょうてん,top; summit / vertex,JLPT N-2
南米,なんべい,South America,JLPT N-2
濃度,のうど,concentration; thickness; density / cardinality,JLPT N-2
派手,はで,showy; loud; gay; flashy; gaudy,JLPT N-2
皮膚,ひふ,skin,JLPT N-2
評論,ひょうろん,criticism; critique,JLPT N-2
別荘,べっそう,holiday house; vacation home; villa / prison; jail,JLPT N-2
崩れる,くずれる,to collapse; to crumble / to get out of shape; to lose one's shape; to become disorganized; to become untidy / to break down; to be thrown into disarray / to crash (stock market); to slump; to decline / to break money into small change / to turn bad (e.g. weather); to change for the worse; to deteriorate,JLPT N-2
盆,ぼん,tray / family; household / O-Bon; Bon Festival; Lantern Festival; Festival of the Dead,JLPT N-2
目安,めやす,criterion; standard; yardstick; reference; aim / rough estimate; approximation,JLPT N-2
役人,やくにん,government official,JLPT N-2
夕刊,ゆうかん,evening paper,JLPT N-2
利害,りがい,advantages and disadvantages; interest,JLPT N-2
押さえる,おさえる,to pin down; to hold down; to press down / to cover (esp. a part of one's body with one's hand); to clutch (a body part in pain); to press (a body part) / to get a hold of; to obtain; to seize; to catch; to arrest / to grasp (a point); to comprehend / to quell; to subdue; to suppress; to repress; to hold back; to check; to curb; to contain,JLPT N-2
貸し出し,かしだし,lending; loaning,JLPT N-2
住まい,すまい,dwelling; house; residence; address,JLPT N-2
続々,ぞくぞく,successively; one after another,JLPT N-2
水産,すいさん,aquatic products; fisheries,JLPT N-2
井戸,いど,water well,JLPT N-2
一応,いちおう,more or less; though not quite satisfactorily; after a fashion; pretty much; roughly; so far as it goes / tentatively; for the time being / just in case / once,JLPT N-2
応用,おうよう,(practical) application; putting to practical use / applied,JLPT N-2
恩恵,おんけい,grace; favor; favour; blessing; benefit,JLPT N-2
加速,かそく,acceleration; speeding up,JLPT N-2
拡充,かくじゅう,expansion,JLPT N-2
角度,かくど,angle,JLPT N-2
瓦,かわら,roof tile,JLPT N-2
寄せる,よせる,"to come near; to let someone approach / to bring near; to bring together; to collect; to gather / to deliver (opinion, news, etc.); to send (e.g. a letter); to contribute; to donate / to let someone drop by / to add (numbers) / to have feelings for (love, goodwill, trust, etc.) / to rely upon for a time; to depend on / to use as a pretext / to put aside / to press; to push; to force / to include; to welcome (in a group); to let in",JLPT N-2
儀式,ぎしき,ceremony; rite; ritual; service,JLPT N-2
境界,きょうかい,boundary,JLPT N-2
厳重,げんじゅう,strict; severe; stringent; rigorous; rigid; firm; strong; secure,JLPT N-2
娯楽,ごらく,pleasure; amusement,JLPT N-2
攻める,せめる,to attack; to assault; to assail,JLPT N-2
在学,ざいがく,"attending (school, college, etc.); being enrolled; being a student",JLPT N-2
私鉄,してつ,private railway,JLPT N-2
寿命,じゅみょう,life span,JLPT N-2
集合,しゅうごう,gathering; assembly; meeting / set,JLPT N-2
重ねる,かさねる,to pile up; to heap up; to stack up; to put on top of another / to repeat many times over; to go through repeatedly; to accumulate,JLPT N-2
純粋,じゅんすい,pure; true; genuine; unmixed,JLPT N-2
巡査,じゅんさ,police officer; policeman; constable,JLPT N-2
書籍,しょせき,book; publication,JLPT N-2
上旬,じょうじゅん,first 10 days of month,JLPT N-2
職人,しょくにん,worker; mechanic; artisan; craftsman,JLPT N-2
身分,みぶん,social position; social status,JLPT N-2
性別,せいべつ,gender; distinction of sex; sex,JLPT N-2
清掃,せいそう,cleaning; clean-up; garbage collection; scavenging,JLPT N-2
接近,せっきん,"getting closer; drawing nearer; approaching / being not much different; being near (age, skill, etc.) / becoming close (i.e. friendly); becoming intimate",JLPT N-2
素人,しろうと,"amateur; layman; ordinary person; novice / respectable woman (not a prostitute, hostess, geisha, etc.) / unlicensed prostitute",JLPT N-2
総理大臣,そうりだいじん,prime minister (as the head of a cabinet government); premier,JLPT N-2
地味,じみ,"plain; simple; subdued; sober / reserved (behaviour, attitude, etc.); modest; quiet; unobtrusive",JLPT N-2
長短,ちょうたん,(relative) length / advantages and disadvantages; pluses and minuses; strong and weak points; merits and demerits,JLPT N-2
的確,てきかく,precise; accurate; appropriate; exactly the right,JLPT N-2
南極,なんきょく,South Pole / the Antarctic; Antarctica,JLPT N-2
発射,はっしゃ,firing; shooting; discharge; catapult / ejaculation,JLPT N-2
平日,へいじつ,weekday; ordinary days (i.e. non-holiday) / kanji radical 73,JLPT N-2
平野,へいや,plain; open field,JLPT N-2
埋める,うめる,"to bury (e.g. in the ground) / to fill up (e.g. audience fills a hall); to cause to be packed / to plug (a gap); to stop (a gap); to bridge (a difference, a gap); to fill (a seat, a vacant position); to fill out / to make up for (a loss, shortage, etc.); to make amends; to compensate for / to put cold water (in a bath) / to cover; to scatter something over",JLPT N-2
満員,まんいん,full house; no vacancy; sold out; standing room only; full (of people); crowded,JLPT N-2
溶岩,ようがん,lava,JLPT N-2
用途,ようと,use; service; purpose,JLPT N-2
理科,りか,"science (inc. mathematics, medicine, etc.); natural science / science department (university); science course / science (as a school subject)",JLPT N-2
録音,ろくおん,(audio) recording,JLPT N-2
足跡,あしあと,footprints / record of page visitors (e.g. in social networking sites),JLPT N-2
塊,かたまり,"lump; mass; bundle; clump; clod; cluster / group; crowd / embodiment (of an idea, quality, feeling etc.); personification",JLPT N-2
知り合い,しりあい,acquaintance,JLPT N-2
手帳,てちょう,notebook; memo pad; (pocket) diary / certificate / identification card,JLPT N-2
響き,ひびき,"echo; reverberation / sound (esp. the distinctive sound of an object or activity, e.g. rain, gun, gallop, drum); noise / quality of a sound (e.g. a fine phrase, clear voice, resonant bell); feeling of a sound; emotion or feeling inspired by something heard or read",JLPT N-2
割引,わりびき,discount; reduction; rebate; (after a number) tenths discounted; tenths reduced,JLPT N-2
下町,したまち,"low-lying part of a city (usu. containing shops, factories, etc.) / Shitamachi (low-lying area of eastern Tokyo near Tokyo Bay, incl. Asakusa, Shitaya, Kanda, Fukugawa, Honjo, Nihonbashi, Kyobashi and surrounds)",JLPT N-2
何とも,なんとも,quite; really; very; extremely / nothing; not a bit; not at all,JLPT N-2
花火,はなび,fireworks,JLPT N-2
課程,かてい,course; curriculum,JLPT N-2
確率,かくりつ,probability; likelihood; chances,JLPT N-2
学年,がくねん,academic year; school year / year in school; grade in school,JLPT N-2
活字,かつじ,printing type; movable type / printed text; print,JLPT N-2
気圧,きあつ,atmospheric pressure,JLPT N-2
